,name,description,services,website,employees,contact_person,address,telephone,revenue
0,Mount Carmel Clinic,"Mount Carmel Clinic is located in Winnipeg, MB, Canada and is part of the Outpatient Care Centers Industry. Mount Carmel Clinic has      190 total employees across all of its locations and generates $36.14 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Health maintenance organization                                                                                                                           ,"
                                                    www.mountcarmel.ca
                                            ",     190,"
                                        
                                        
                                            Jeremy Akerstream
                                        
                                        ","
                                            886 Main St Winnipeg, MB, R2W 5L4 Canada
                                            
                                            
                                            
                                        ",(204) 582-2311,$36.14 million
0,C.L.S.C. Montréal-Nord,"C.L.S.C. Montréal-Nord is located in Montréal-Nord, QC, Canada and is part of the Outpatient Care Centers Industry. C.L.S.C. Montréal-Nord has      475 total employees across all of its locations and generates $35.99 million in sales (USD). (Sales figure is modelled). There are        2 companies in the C.L.S.C. Montréal-Nord corporate family.",                                                                                                                                       Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Specialty outpatient clinics nec                                                                                                                           ,"
                                                    www.csssamn.ca
                                            ",     475,"
                                        
                                        
                                            Pierre Latry
                                        
                                        ","
                                            11441 boul Lacordaire Montréal-Nord, QC, H1G 4J9 Canada
                                            
                                            ",(514) 327-0400,$35.99 million
0,Lutheran Sunset Home of Saskatoon,"Lutheran Sunset Home of Saskatoon is located in Saskatoon, SK, Canada and is part of the Nursing Care Facilities (Skilled Nursing Facilities) Industry. Lutheran Sunset Home of Saskatoon has      500 total employees across all of its locations and generates $35.99 million in sales (USD). (Sales figure is modelled). There are        2 companies in the Lutheran Sunset Home of Saskatoon corporate family.",                                                                                                                                       Nursing Care Facilities (Skilled Nursing Facilities)                                                                                                                                                                                                                                                                                                                                                            Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Skilled nursing care facilities                                                                                                                           ,"
                                                    www.luthercare.com
                                            ",     500,"
                                        
                                        
                                            Vivienne Hauck
                                        
                                        ","
                                            1212 Osler St Saskatoon, SK, S7N 0T9 Canada
                                            
                                            ",(306) 664-0300,$35.99 million
0,"Fresenius Medical Care Canada, Inc.","Fresenius Medical Care Canada, Inc. is located in Richmond Hill, ON, Canada and is part of the Professional and Commercial Equipment and Supplies Merchant Wholesalers Industry. Fresenius Medical Care Canada, Inc. has       80 total employees across all of its locations and generates $35.77 million in sales (USD). (Sales figure is modelled). There are    5,230 companies in the Fresenius Medical Care Canada, Inc. corporate family.",                                                                                                                                       Professional and Commercial Equipment and Supplies Merchant Wholesalers                                                                                                                                                                                                                                                                                                                                                            Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Merchant Wholesalers Durable Goods                                                                                                                                                                                                                                                                                                                                                            Wholesale Trade                                                                                                                                                                                                                                                                                                                                                        Hospital equipment and supplies nec                                                                                                                           ,"
                                                    www.freseniusmedicalcare.ca
                                            ",      80,"
                                        
                                        
                                            Sean O'Connor
                                        
                                        ","
                                            45 Staples Ave Suite 110 Richmond Hill, ON, L4B 4W6 Canada
                                            
                                            ",(905) 770-0855,$35.77 million
0,Firemaster Oilfield Services Inc,"Firemaster Oilfield Services Inc is located in Lacombe County, AB, Canada and is part of the Management, Scientific, and Technical Consulting Services Industry. Firemaster Oilfield Services Inc has      140 total employees across all of its locations and generates $35.49 million in sales (USD). (Sales figure is modelled). There are        6 companies in the Firemaster Oilfield Services Inc corporate family.",                                                                                                                                       Management Scientific and Technical Consulting Services                                                                                                                                                                                                                                                                                                                                                            Agriculture Construction and Mining Machinery Manufacturing                                                                                                                                                                                                                                                                                                                                                            Other Support Services                                                                                                                                                                                                                                                                                                                                                            Other Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Support Activities for Mining                                                                                                                                                                                                                     ,"
                                                    www.firemaster.ca
                                            ",     140,"
                                        
                                        
                                            Bryce Hume
                                        
                                        ","
                                            27312 Township Road 394 Suite 257 Lacombe County, AB, T4M 0R9 Canada
                                            
                                            ",(403) 342-7500,$35.49 million
0,Résidence Angelica Inc,"Résidence Angelica Inc is located in Montréal-Nord, QC, Canada and is part of the Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly Industry. Résidence Angelica Inc has      550 total employees across all of its locations and generates $35.36 million in sales (USD). (Sales figure is modelled). There are        4 companies in the Résidence Angelica Inc corporate family.",                                                                                                                                       Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Aged home                                                                                                                           ,"
                                                    www.angelica-residence.com
                                            ",     550,"
                                        
                                        
                                            Pierre-Anne Mandato
                                        
                                        ","
                                            3435 boul Gouin E bureau 2013 Montréal-Nord, QC, H1H 1B1 Canada
                                            
                                            ",(514) 324-6110,$35.36 million
0,Villa Colombo Homes For The Aged Inc,"Villa Colombo Homes For The Aged Inc is located in North York, ON, Canada and is part of the Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly Industry. Villa Colombo Homes For The Aged Inc has      550 total employees across all of its locations and generates $35.36 million in sales (USD). (Sales figure is modelled). There are        6 companies in the Villa Colombo Homes For The Aged Inc corporate family.",                                                                                                                                       Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Aged home                                                                                                                           ,"
                                                    www.villacharities.com
                                            ",     550,"
                                        
                                        
                                            Nick Manocchio
                                        
                                        ","
                                            40 Playfair Ave North York, ON, M6B 2P9 Canada
                                            
                                            ",(416) 789-2113,$35.36 million
0,Community Health Services (Saskatoon) Association Limited,"Community Health Services (Saskatoon) Association Limited is located in Saskatoon, SK, Canada and is part of the Offices of Physicians Industry. Community Health Services (Saskatoon) Association Limited has      183 total employees across all of its locations and generates $34.81 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Offices of Physicians                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Clinic operated by physicians                                                                                                                           ,"
                                                    www.saskatooncommunityclinic.ca
                                            ",     183,"
                                        
                                        
                                            Anne Doucette
                                        
                                        ","
                                            455 2nd Ave N Saskatoon, SK, S7K 2C2 Canada
                                            
                                            
                                            
                                        ",(306) 652-0300,$34.81 million
0,Direct IME Corp.,"Direct IME Corp. is located in Markham, ON, Canada and is part of the Other Ambulatory Health Care Services Industry. Direct IME Corp. has      156 total employees across all of its locations and generates $34.77 million in sales (USD). (Sales figure is modelled). There are       56 companies in the Direct IME Corp. corporate family.",                                                                                                                                       Other Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Medical services organization                                                                                                                           ,"
                                                    www.directime.ca
                                            ",     156,"
                                        
                                        
                                            Sandy MacSpadyen
                                        
                                        ","
                                            3760 14th Ave Suite 201 Markham, ON, L3R 3T7 Canada
                                            
                                            ",(888) 253-4470,$34.77 million
0,Placements Lallemand Inc,"Placements Lallemand Inc is located in Montréal, QC, Canada and is part of the Other Food Manufacturing Industry. Placements Lallemand Inc has      100 total employees across all of its locations and generates $34.57 million in sales (USD). (Sales figure is modelled). There are       59 companies in the Placements Lallemand Inc corporate family.",                                                                                                                                       Other Food Manufacturing                                                                                                                                                                                                                                                                                                                                                            Grocery and Related Product Merchant Wholesalers                                                                                                                                                                                                                                                                                                                                                            Pharmaceutical and Medicine Manufacturing                                                                                                                                                                                                                                                                                                                                                            Medical and Diagnostic Laboratories                                                                                                                                                                                                                                                                                                                                                            Scientific Research and Development Services                                                                                                                                                                                                                     ,"
                                                    www.lallemand.com
                                            ",     100,"
                                        
                                        
                                            Robert Briscoe
                                        
                                        ","
                                            1620 rue Préfontaine Montréal, QC, H1W 2N8 Canada
                                            
                                            ",(514) 522-2133,$34.57 million
0,"Children's Aid Society of London And Middlesex, The","Children's Aid Society of London And Middlesex, The is located in London, ON, Canada and is part of the Individual and Family Services Industry. Children's Aid Society of London And Middlesex, The has      450 total employees across all of its locations and generates $34.56 million in sales (USD). (Sales figure is modelled). There are        4 companies in the Children's Aid Society of London And Middlesex, The corporate family.",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Public welfare center                                                                                                                           ,"
                                                    www.caslondon.on.ca
                                            ",     450,"
                                        
                                        
                                            Peter Regier
                                        
                                        ","
                                            1680 Oxford St E London, ON, N5V 3G2 Canada
                                            
                                            ",(519) 455-9000,$34.56 million
0,The Children's Aid Society Of The Niagara Region,"The Children's Aid Society Of The Niagara Region is located in St Catharines, ON, Canada and is part of the Individual and Family Services Industry. The Children's Aid Society Of The Niagara Region has      450 total employees across all of its locations and generates $34.56 million in sales (USD). (Sales figure is modelled). There are        6 companies in the The Children's Aid Society Of The Niagara Region corporate family.",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Childrens' aid society                                                                                                                           ,"
                                                    www.facsniagara.on.ca
                                            ",     450,"
                                        
                                        
                                            Willian J Charron
                                        
                                        ","
                                            82 Hannover Dr St Catharines, ON, L2W 1A4 Canada
                                            
                                            ",(905) 937-7731,$34.56 million
0,St Joseph's Health Centre (Guelph),"St Joseph's Health Centre (Guelph) is located in Guelph, ON, Canada and is part of the Nursing Care Facilities (Skilled Nursing Facilities) Industry. St Joseph's Health Centre (Guelph) has      500 total employees across all of its locations and generates $34.16 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Nursing Care Facilities (Skilled Nursing Facilities)                                                                                                                                                                                                                                                                                                                                                            Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Extended care facility                                                                                                                           ,"
                                                    www.sjhcg.ca
                                            ",     500,"
                                        
                                        
                                            David Wormald
                                        
                                        ","
                                            100 Westmount Rd Guelph, ON, N1H 5H8 Canada
                                            
                                            
                                            
                                        ",(519) 824-6000,$34.16 million
0,Centre de Santé et de Services Sociaux Jeanne-Mance,"Centre de Santé et de Services Sociaux Jeanne-Mance is located in Montréal, QC, Canada and is part of the Nursing Care Facilities (Skilled Nursing Facilities) Industry. Centre de Santé et de Services Sociaux Jeanne-Mance has      500 total employees across all of its locations and generates $34.16 million in sales (USD). (Sales figure is modelled). There are        2 companies in the Centre de Santé et de Services Sociaux Jeanne-Mance corporate family.",                                                                                                                                       Nursing Care Facilities (Skilled Nursing Facilities)                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Extended care facility                                                                                                                           ,"
                                                    ciusss-centresudmtl.gouv.qc.ca
                                            ",     500,"
                                        
                                        
                                            Monique Garand
                                        
                                        ","
                                            4255 av Papineau Montréal, QC, H2H 2P6 Canada
                                            
                                            ",(514) 526-4981,$34.16 million
0,Victorian Order of Nurses Greater Halifax,"Victorian Order of Nurses Greater Halifax is located in Halifax, NS, Canada and is part of the Home Health Care Services Industry. Victorian Order of Nurses Greater Halifax has      400 total employees across all of its locations and generates $34.11 million in sales (USD). (Sales figure is modelled). There are        2 companies in the Victorian Order of Nurses Greater Halifax corporate family.",                                                                                                                                       Home Health Care Services                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Visiting nurse service                                                                                                                           ,"
                                                    www.von.ca
                                            ",     400,"
                                        
                                        
                                            Jo-Anne Poirier
                                        
                                        ","
                                            7075 Bayers Rd Suite 100 Halifax, NS, B3L 2C2 Canada
                                            
                                            ",(902) 453-5800,$34.11 million
0,Centre Jeunesse de l'Estrie,"Centre Jeunesse de l'Estrie is located in Sherbrooke, QC, Canada and is part of the Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities Industry. Centre Jeunesse de l'Estrie has      530 total employees across all of its locations and generates $34.07 million in sales (USD). (Sales figure is modelled). There are        7 companies in the Centre Jeunesse de l'Estrie corporate family.",                                                                                                                                       Residential Intellectual and Developmental Disability Mental Health and Substance Abuse Facilities                                                                                                                                                                                                                                                                                                                                                            Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Rehabilitation center residential: health care incidental                                                                                                                           ,"
                                                    www.fondationcje.com
                                            ",     530,"
                                        
                                        
                                            Pauline Lefebvre
                                        
                                        ","
                                            594 boul Queen-Victoria Sherbrooke, QC, J1H 3R7 Canada
                                            
                                            ",(819) 564-7100,$34.07 million
0,488491 Ontario Inc,"488491 Ontario Inc is located in Orangeville, ON, Canada and is part of the Lessors of Real Estate Industry. 488491 Ontario Inc has      250 total employees across all of its locations and generates $33.92 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Lessors of Real Estate                                                                                                                                                                                                                                                                                                                                                            Nursing Care Facilities (Skilled Nursing Facilities)                                                                                                                                                                                                                                                                                                                                                            Real Estate                                                                                                                                                                                                                                                                                                                                                            Real Estate and Rental and Leasing                                                                                                                                                                                                                                                                                                                                                        Retirement hotel operation                                                                                                                           ,"
                                                    www.jarlette.com
                                            ",     250,"
                                        
                                        
                                            Alex Jarlette
                                        
                                        ","
                                            355 Broadway Suite 1 Orangeville, ON, L9W 3Y3 Canada
                                            
                                            
                                            
                                        ",(519) 941-5161,$33.92 million
